1	0	1	3	4	5	9	10	10	12	14	14	16	16	16
1	1	1	3	5	5	9	10	10	11	16	16	16	16	16
0	1	1	3	5	5	9	10	10	11	16	16	16	16	16
1	1	1	3	3	5	9	9	9	10	10	11	16	13	13
0	0	1	1	1	1	3	3	3	6	6	6	9	10	10
0	0	1	3	3	5	7	9	9	10	10	10	11	12	13
0	0	1	3	3	5	6	9	9	9	9	10	11	12	12
3	2	3	5	9	9	10	10	11	13	13	13	13	16	16
1	1	3	5	5	7	9	9	10	11	12	12	14	16	16
0	0	0	1	1	1	3	3	3	6	6	6	10	10	10
0	0	1	3	5	7	7	9	10	11	12	16	16	16	16
1	1	1	1	1	2	3	6	6	9	10	10	10	10	10
1	0	1	3	3	3	5	5	6	9	9	10	16	16	16
0	1	1	3	5	5	9	9	10	10	10	13	14	16	16
0	1	1	3	4	5	8	8	8	10	11	12	14	16	16
0	1	1	3	7	5	9	9	10	10	16	16	16	16	16
0	1	1	3	5	5	10	10	10	10	10	11	16	16	16
0	1	1	3	5	5	8	10	10	12	16	16	16	16	16
0	0	1	1	1	1	3	3	3	5	5	5	9	9	9
1	1	1	3	3	5	9	9	10	10	16	16	16	16	16
2	1	1	3	6	6	9	10	14	11	11	12	14	14	14
0	1	1	3	3	7	10	10	10	10	16	16	16	16	16
1	0	1	1	1	2	3	5	5	5	7	8	9	9	10
0	1	1	2	3	5	5	5	5	6	9	9	12	14	14
1	1	1	2	4	4	5	9	10	10	10	12	13	13	13
0	1	1	3	4	5	9	9	9	10	11	13	16	16	16
0	1	1	3	5	5	10	10	10	10	11	12	14	16	16
1	0	1	1	1	1	1	3	4	4	5	5	7	9	9
1	1	1	2	3	3	3	3	5	5	5	5	7	7	9
1	1	1	3	3	5	9	9	9	11	11	12	14	16	16
2	14	14	1	5	5	7	7	8	8	8	8	12	13	13
0	0	1	1	2	3	5	5	5	9	10	10	10	11	12
1	1	1	3	5	5	9	9	10	11	12	14	16	16	16
1	1	1	5	14	10	9	10	10	12	13	13	14	14	14
0	1	1	2	3	5	8	8	8	10	10	10	14	14	14
0	1	1	3	5	7	10	10	10	10	11	12	14	16	16
0	0	1	3	3	5	9	9	9	10	11	12	14	16	16
0	1	1	3	5	5	9	9	16	9	9	9	9	9	9
