16	16	10	16	9	0	10	16	16	16	16	13	12	6	16
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
2	14	14	14	14	14	14	14	14	14	14	14	14	14	14
3	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	12	14	14	14	14	14	14	14	14	14	14	14	14	14
0	10	14	14	14	14	14	14	14	14	14	14	14	14	14
1	12	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	11	14	14	14	14	14	14	14	14	14	14	14	14	14
1	11	16	16	16	16	14	13	16	16	16	16	16	6	16
0	13	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	13	14	10	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	16	16	6	6	16	13	6	16	16	13	16	6	13	16
0	11	11	14	14	14	14	14	14	14	14	14	14	14	14
2	10	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	14	3	14	14	14	14	14	14	14	14	14	14	14	14
2	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	10	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
2	14	14	11	13	3	14	14	14	14	14	14	14	14	14
0	12	12	3	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	16	6	13	16	16	16	16	13	16	4	16	6	6	13
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	12	3	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	12	14	14	14	14	14	14	14	14	14	14	14	14	14
0	10	14	14	14	14	14	14	14	14	14	14	14	14	14
0	13	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	14	13	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	16	6	13	16	16	6	16	16	9	16	16	10	16	16
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
2	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	12	14	14	14	14	14	14	14	14	14	14	14	14	14
1	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	10	16	6	16	16	10	13	16	9	13	16	13	8	61
0	14	16	16	16	16	16	14	14	14	14	14	14	14	14
0	10	10	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	12	14	14	14	14	14	14	14	14	14	14	14	14	14
1	10	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	3	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	10	0	14	14	14	14	14	14	14	14	14	14	14	14
1	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	9	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	9	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
1	12	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
0	14	14	14	14	14	14	14	14	14	14	14	14	14	14
